,reviewId,userName,userImage,content,reason,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
1161,gp:AOqpTOGUdPiZTNI89RfZsZ7HryI_x_SmMhGQcaUyTCOaJaOsBg7RQU6JP8-A0W_TdC_7wHa8oWNrh9JwcVrVVw,Mogs Wa,https://play-lh.googleusercontent.com/a-/AOh14Gh1R3DZ5nf_LtLXoE6Am66Ym-qpQRlDiPV9vaOrxF8,why memberships?,,1,0,3.3.3,2019-11-01 21:14:51,,
1162,gp:AOqpTOEEmZ0V3fMtKRcCiJni51xWM3OZ288MeNLOQH8EyA0Bi61Eycq4b_EBvYtW1xdAcE3Rbb1Sreowerm5ZA,Giovanna Frasca,https://play-lh.googleusercontent.com/a/AATXAJxStYlgUiTT7JN3pfBmg8yLrJtPcTv66-I2UX-H=mo,I love this game it is the best you get to play math,,1,0,,2019-11-01 19:05:58,,
1163,gp:AOqpTOG_pROdKOYlmQzIYdty3c6eqTVp4X6RLtnRLSC8HuHI5pNd16ReD0tQieok8OGGLs6awiboSwgxWSERlA,Christine Forsythe,https://play-lh.googleusercontent.com/a/AATXAJzd3nq5eJrQc5wjm8lBMAJewpgqVF7XKNFSqO-W=mo,This game is preddy good but the isue is that,,1,0,,2019-11-01 10:48:24,,
1164,gp:AOqpTOE6kmtahUL5Pb9BktMWuvvnqeQle6WorA3dTz7hIaf202JuH-jnVtDje73G3lKKPD91iLZD4w5fnNu48g,Hidie Lucero,https://play-lh.googleusercontent.com/a-/AOh14GhoNzg1oYvpvApNkpfMySM_69MEHdKEVz7E56AZYfw,I don't like it because it keeps loading cuz like I don't like it,,1,0,,2019-10-30 22:09:23,,
1165,gp:AOqpTOE_mDzRrNGJc2l2pLACyIPDAkk2xiPgDaXbzpdF-CqDU_DcFFEoS5E1v7_nCanXXZSGUqx-eTJ9KP8kSQ,lexi jessie,https://play-lh.googleusercontent.com/a/AATXAJxTqI7xNPaxdPShGxCA1Xo_EfGSJ0gxZ-BJMOvh=mo,This game should start giveing you a choice if you want to battel the monsters because there is an unessecery amount of them and they are always begging for you to get a membership and restricts you from alot of things untill you do,,1,3,3.2.00,2019-10-30 21:29:31,,
1166,gp:AOqpTOFPdG1gtJlUjaIONqljClTPgAWZvcVMsEWnQvUBvk09qW_G5rO84Iexl9yC5daTQREchzzjA9gfND1nXA,WTS PHILL GTA,https://play-lh.googleusercontent.com/a-/AOh14Gi9Hx4axdPSj6RY-6Sxgim9vv4gAEdEwWieM9GgAw,Trash,,1,0,,2019-10-30 19:01:22,,
1167,gp:AOqpTOFwXkv7rFJ99LJdpnxQGKLewGJADXHSW6X5Qx0kOc_YXUMuhqI_z8pTIJR8xHqzrp2V92mVv0m2qOOcww,Rane Fyre,https://play-lh.googleusercontent.com/a/AATXAJycZTZ12ofZm0vHRuipnwxYWWYDcVGxnwmHOqPI=mo,"It is one thing to consistently hound parents for a premium 'membership', it is absolutely disgusting to make the in game advertising shaming kids and making free basic play so incredibly worse they aren't getting anything per level after the 'trial' membership ends. You all hould be disgusted with yourselves, especially when your main advertisement for this app and online play is that it will always be free. No, it will always shame poor kids or people who actually believed your lies.",,1,12,3.3.3,2019-10-30 18:27:39,,
1168,gp:AOqpTOFa-m-xo4VSShhFUSeJrXaJogORE6IaQvX085O35mqlS2iW5wBc8ySFbclH6sP3CQpkAl_STYsMUWdiVg,___Negativity___,https://play-lh.googleusercontent.com/a-/AOh14Ggg1lCnqCnuRdO9TnWNFlCjveTdxQUmJYh1EyU4aA,Stop.,,1,0,,2019-10-29 22:24:40,,
1169,gp:AOqpTOEGRxSL5AqkxlDnE8T1P9ppKdsdFHhoplJnkjQ7VMgXE9wWniomMulHWydk8P82ve9kr6QBEe8kImuETA,Omar Garcia,https://play-lh.googleusercontent.com/a-/AOh14Ghe3JjK2sfzjbkfHt8s5Nl4Yt_Nr2iLpsdF9D4q,Errrr,,1,0,,2019-10-29 21:03:45,,
1170,gp:AOqpTOETSYdvI1WkBaKVb_C1GXmJxMxc6xdU4CEdH8ppD2BKiCKvkmxC5TiQa8__UO-GI1m_ZIaGz2f_Mi5Acw,Zach boy Jake,https://play-lh.googleusercontent.com/a-/AOh14Gi1TH42WquhTa8fJF56C1ccDxA4Pv8Hzm1FKATz,TERRIBLE,,1,0,,2019-10-29 20:58:12,,
1171,gp:AOqpTOGnK0kJKInfBsbNOQ6a3RYjK_oFCPfhjkLQ3THk1zRbPvWdB0eIWcQ49ow51w9oglXSs1HQu9PaaETCYw,Lil George,https://play-lh.googleusercontent.com/a-/AOh14Gj5XxhDpRka9AhasoCVbL0rj5cudZdXes1qS1N_KA,This game sucks.,,1,0,,2019-10-29 18:04:01,,
1172,gp:AOqpTOGmatQmXTNF4GAvuxc0iXdOylqOKmpK8Qu8EBcVxfFqqaO55xcKQvzJwgF3joDNk08D0e96pMgL5xT1_w,julian lugo,https://play-lh.googleusercontent.com/a/AATXAJydyx0DbxtIFJFnob7ZcV-UZOUY1OfdM4VrxqKU=mo,Bad,,1,0,,2019-10-29 16:35:35,,
1173,gp:AOqpTOFjqz0SrBxdFEWI8SWlMwesqENQMP0vXugZLtPLrQmzbVPvkmyjz-Co-MEUUsq6xkIr5r5xT1vyghPSHQ,Jayden Noisette,https://play-lh.googleusercontent.com/a-/AOh14GjjujC1nk5txvHY6kyGA3FKFbXkm_L63ceqrnrasQ,I like it,,1,1,3.3.3,2019-10-29 06:24:22,,
1174,gp:AOqpTOHuQKMr4tatmmXiTY0qx58Kagt7LcIy6lyg5KRzMPp4vkoCi_-7poVbFHA5FrcFoKfOqUUVcBdP1Cgtbg,Echo Gardner,https://play-lh.googleusercontent.com/a/AATXAJx29-BZalGS_VNQO5CLuEZmy_iMLR28dGvwCAZNJA=mo,i Love it and my game do not give up!,,1,0,,2019-10-28 20:39:15,,
1175,gp:AOqpTOHQFvkZ8kObJzvQ3JlnipgDEc6wrBfohW1ioS35_RGuB4oOD4j-cMy9bIsdAtVH-RNy4aoSjKonDxLFBQ,Kia,https://play-lh.googleusercontent.com/a-/AOh14GhvOirJL7GvkS68Cb_uxFEwP8IhB2jymnX0xHgGFQ,Bad I had to do this for homework but it gitched out what a shame.,,1,0,3.3.3,2019-10-28 20:25:02,,
1176,gp:AOqpTOFWpjzRtGqN2Rs6kywEbCviNFGSUsYgF_bwmUoj4LG2H9PmXgGw0HkfqBX7myI_RTbnMrQA8HY1AsV7lA,Aidan Connolly,https://play-lh.googleusercontent.com/a-/AOh14GjVzCpFmVr4e1rFwVffv_SD1FGc5nXve-XQLu1i7g,Doesnt work,,1,0,3.3.3,2019-10-28 17:32:50,,
1177,gp:AOqpTOGLDm8sSYGBAaUshNVzL_1YXO6FR14_HAk0MfAze0qzmvzFlzWiE7fzru2hgGnk5ymumhBhD4secPf5WQ,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Took my mother's money.,,1,0,1.2.0,2019-10-27 12:51:57,,
1178,gp:AOqpTOGMY1TK3o8W55XF_CEhHjypJ2H9RIdpIB8eJAhccEACJZNuHIMDPcnH7uO_-hFBQwYlfu_bk-7avFTD6Q,Taiesha Frasier,https://play-lh.googleusercontent.com/a-/AOh14GhB_jqfSek94ZAMerxOOeN0FpoL86J4MQEPUvCtCgw,It cool,,1,0,,2019-10-27 08:44:14,,
1179,gp:AOqpTOGp8A_z-0FXAvNrLSr_uBCMxxCszMFxM67UnxzyKa5OZtKWiltCtUkNyOCmFk3sXD4Q3mX1H9u6bCoxCA,Sandra Gomez,https://play-lh.googleusercontent.com/a-/AOh14GhT0hpu7de3_6Gm6kmbFGppzvwHB6rZu8abLnr02Q,"You need to put an easier way to take off in app purchases, I'm having a really hard time.",,1,0,1.1.0,2019-10-26 23:11:52,,
1180,gp:AOqpTOEDDtbIliSc8g2CFpFPms7pOgsi_KgP0dflkGup2Vda_rVQ-U_aYQ761AJLvtxADF1HWhxwBzDOJyIffQ,Gloria Moran,https://play-lh.googleusercontent.com/a-/AOh14GiK4uV0JPLSfYi5SqtR1Q-rv--5S4TfZw6ih-HFw7E,Serenity Ornelas,,1,0,,2019-10-26 21:57:17,,
1181,gp:AOqpTOHyDzHysaKz2wT-zM6Vv5aN04BkKbwFb7ftkIrfPJluo7OPZCIRmI-5yHDy49NlwVw3dJNo6Nldr44LqQ,Cat Girl,https://play-lh.googleusercontent.com/a-/AOh14Gg8cdK5OiQSCE3k2x-iOuLIjy92vUUzrhk5NNPv,THIS STUPID APP KEEPS KICKING ME OUT AND IS TURNING MY BACKROUND SCREEN BLACK!!!!!!!!!!!!!!!!!!! I HATE IT SSSSSOOOOOOO MUCH!!!!!!!!!!!!!!!,,1,0,3.3.3,2019-10-26 21:31:28,,
1182,gp:AOqpTOEaSlpTGLfV6b5_qPd7Dc2qLKL0kn_WKXuu2S37DqBP-T2bpTteedALpewuWNkQjIMBjeIegvSOmygxOQ,moon,https://play-lh.googleusercontent.com/a-/AOh14GiTARCsnuecC_2xnjpX4mHt5I3MouNJqzi3GNt4qA,:( No bey ˘­­­­­,,1,0,,2019-10-26 18:32:35,,
1183,gp:AOqpTOGYLKqVM9T2Bozpp8Ui80hZKtOXfTHIUBIrN05n2a9bUm50bZwzwE0LLdjA_QLL3IfJCF1iA5u67Jy76w,Heidi Koch,https://play-lh.googleusercontent.com/a-/AOh14Gi0HzfdKsukpiPm3N41JkZ0efOEscl0j71Dsk_c2g,it's bad like I'm level 100 and I finish game got all gems and it's just easy,,1,0,,2019-10-26 18:03:05,,
1184,gp:AOqpTOHXyzdAwQ4OqySF9ccXH-tqmYasydo2L52OXk7fJ57Eby-ChGYDyrehlrDpxlkmTkL-Txj5jHDaJyqVdQ,Nathan Hogberg,https://play-lh.googleusercontent.com/a/AATXAJwF3gT0XF9VcdClIYt8-tZJleaO7ftLFMxlNAZ5=mo,Boring!!!!!!!!!!!!!!!!!!!!!!!!!,,1,0,,2019-10-26 14:38:20,,
1185,gp:AOqpTOHgVdmM8LVh_0PsFXnj_YI8Rpwf4p8ajZHFj2i-hD_bvDOOJB18cjC2fDaWki7kMcPYT21Iu-GGumdFSQ,Logan Higgs,https://play-lh.googleusercontent.com/a/AATXAJzQT1FlWHgRwgIvVFNQWDwqnCFRJv3lYAC5O9V2=mo,It is glichy,,1,0,3.3.3,2019-10-26 14:06:09,,
1186,gp:AOqpTOFhn1axuJA7APJ5UmnauMn19QazvciIZUQAZeOk2Uwf77Bc67Au92V9UkZU3v_LyaGwg3uhgnFlpn-FEg,Phillip Cappella,https://play-lh.googleusercontent.com/a/AATXAJxL3UEa6naMzKO5OwOIg6-uaNcBJTvR--T_WZNt=mo,Do not get this app!!!,,1,0,,2019-10-25 21:49:15,,
1187,gp:AOqpTOFgP5pKsBRxnqYL-QsSU8MPnZ9QRoiVC_eXuCGDszI2NvkLiERlI8n3zcNhmO0ST7dD3Py3jdn9N1a2iA,Henry Shavings Jr,https://play-lh.googleusercontent.com/a/AATXAJwmv5zXJTvIES1w0_2729Xo6aclhL1Sj378MHoR=mo,It wont let me in,,1,0,3.3.3,2019-10-25 11:50:01,,
1188,gp:AOqpTOHz466w-Z7Tqv0Y7kMDbrz9ThXF06NPpD7iBuFOh5yigKeJ3RZ5TR6BACeiP5h8IW1FDT52Os3QGuApmw,Corey Mcmasters,https://play-lh.googleusercontent.com/a-/AOh14GhUVg3nWQ8D4hrnuhnydh6AZVH00DEP9108ZBUQ,I Love pro,,1,0,3.3.3,2019-10-24 20:49:26,,
1189,gp:AOqpTOEpz3FIKQR8NLWeM0c9jJ-mXYeRmeyfIrSiNF15FACy31rZRVgSliN3KU2Z5koMJII8tfKBBgRVvSRz6Q,jetty jeb,https://play-lh.googleusercontent.com/a/AATXAJzqio_Jh77XRNamIt1VZDBe8vTcCh_0YGU7H40t=mo,The membership,,1,0,3.3.3,2019-10-23 22:44:13,,
1190,gp:AOqpTOFlriQl2JrWapLR9JHcFV9ua3Ces2rP0heCPYCYsmOP56Ey3la7OrD7W0VC4k243V5Mv8jZ-JYLZpcUQA,YaYa !,https://play-lh.googleusercontent.com/a/AATXAJwTOBbKX10ImeXe2zjPGpfRRoT4zDtJ7aWFtPnk=mo,Trash,,1,0,,2019-10-23 20:54:45,,
1191,gp:AOqpTOHWmccOZXSRTvm1zz8qlRd8__knbB7H4P3afzadiLbHcV-d7AL4Ndvnto0QFVa6dZcBQFessfCxu0vwlg,Gamer Girl,https://play-lh.googleusercontent.com/a-/AOh14GggUIZWgtjxI_-SSbqvrrjCsbuzh7ImO0ZYmbIFrg,i cat login o................................................................................................................................................................................................................................................................k..................................................................................................................................................you...............................................suck,,1,0,3.3.3,2019-10-23 20:06:57,,
1192,gp:AOqpTOFfvHI21hkIHSDO_GZOwIuz8K3BbO6zbNCCUN1x58EOhMCQGOYxCZNkbCTVhEWi0I90Q6Xd_1MnsNapkA,John dwayne Labrador,https://play-lh.googleusercontent.com/a/AATXAJy0XA1gDrRHIQD_4vFufJiY_Vl5AWkQx8ZZmEHU=mo,It keep crashing on my tablet. I don't know why but I'm not happy about it,,1,2,3.3.3,2019-10-23 18:59:25,,
1193,gp:AOqpTOG-gU9L2jnHHK_saRKlRZ7-uuySda5Dps2QO1OlDRhKMMeVSrPh4DAlqeb1SyNjRN_3UKQu0WUQSkMmVg,Ali Rahman,https://play-lh.googleusercontent.com/a/AATXAJzOcOVtdpaG-UF8NRHd008ILPtkyRJ1678lmiJl=mo,Bad,,1,0,,2019-10-23 13:58:54,,
1194,gp:AOqpTOE9ne9diuTHEsS-_ldma_fubwUhHiD2Z9ZTmdhVX10yvp1HLZI1mNz_Kg4pSJTPUqfTk6fXOGWszI_hhw,Hannah's World,https://play-lh.googleusercontent.com/a-/AOh14GhEOiPiAcygaKweBY7mWhu1BX0W8ilGwPJYqqG9Mw,When I do a all out attack and get the answer which it makes no sense the answer When i do my all out attack and get the abswer wrong it waste my time,,1,2,3.3.3,2019-10-23 10:10:07,,
1195,gp:AOqpTOFITuGJCgaWQ60pr_caBtwLOKY9ermsDDA_nFUD7Pyo_cYIvlj54kGZCDUQV5W5frM4HXwV9Dr56ELQiQ,birb,https://play-lh.googleusercontent.com/a-/AOh14GjBcUATo7F856ptRy15cFtZlaZKHTGBbA9q0e7raA,"The game suck it keeps spamming ""join membership to get this and that""",,1,0,,2019-10-22 21:17:58,,
1196,gp:AOqpTOEL-ax27t7Be70_C_y64b1UxkObgeBssfVVJsqt6TETYWE9tGiw4PmEctFzVjxx8_dqpBMRf12oZkBgXA,sword0115,https://play-lh.googleusercontent.com/a-/AOh14Gg_AGhzmssNtes91hS-mHKf7WEV_DxhLYimON4Klw,Doesn't even load,,1,0,3.3.3,2019-10-22 19:54:53,,
1197,gp:AOqpTOE16TRxWSIx7JwZBTQ9QeDgFH-hjuR_EE7yylhMRy-Js0avLHkD8M5UDQ4xbNQVHadcUDgbeZQBWxLIMQ,Yecika Guzman flores,https://play-lh.googleusercontent.com/a/AATXAJwZv0mOAmX10_rqPSB6T1fvvO8GELVztL2op1HU=mo,Booooooo not today do not playż ,,1,0,3.3.3,2019-10-22 17:48:32,,
1198,gp:AOqpTOH7ePvd9OHFB-krUOFbM-oRwm4CWW2-RvtBTZGU6DAKFOcWwVVhBcZMng9gogYnte4keLg5kmagLF5YpA,Delmi Garciaas,https://play-lh.googleusercontent.com/a-/AOh14GjqFklyH9sNjAkFS3O8DRGBtT7rIPw0YJFsnQVSQg,You have to get membership to get EVERYTHING COOL so it sucks ughhh,,1,1,3.3.3,2019-10-22 17:27:58,,
1199,gp:AOqpTOG_6jXBWJuRR1P90ICSNxyleO3UZCWbrL0KpUJgbdlYC6okQ4vhDw3nVYWMz6HnrDQcvYotCeeEpsNTjw,El gamer XD,https://play-lh.googleusercontent.com/a-/AOh14GjNqqxHyEih7_Sw_cEBCJ2RxKMXGqM1W4EYxWQw,The game is trash it doesn't have guns,,1,0,3.3.3,2019-10-22 07:48:45,,
1200,gp:AOqpTOFTOv0lp1i97-P2EzTsiQU3OhmupTaytEgUvm8HeRE5gCZqMM4osQhSpgVfAwUMm9pHCmh0HY-7Oa8-dg,Daija Harmon,https://play-lh.googleusercontent.com/a/AATXAJwgMLveoasbJzRR3G-GQO-VmCBtY0mN7uS2z57x=mo,It all was had a something wrong with it and i relly wanted to play it,,1,0,,2019-10-21 10:27:50,,
1201,gp:AOqpTOFKPBduDAqixplgvLsbox6jgfJIOplM1jKxn-lXlOFgbOg_QvDFB59cq4q1m7DEUnMQjH20wCwZoiGvIA,hussainifamily777 Hussaini,https://play-lh.googleusercontent.com/a/AATXAJz33hAbY3TjPyFSnrlr6E_vqIsZpHCtxhDUpUUa=mo,I can't even play cause it takes me forever,,1,0,3.3.3,2019-10-20 23:37:33,,
1202,gp:AOqpTOE2eON66E3rwo2ZjFbvovOmNc-kXeM3uq_d0dBcWWaRCCkJuQw4CyiTgnwzCTRMVx0ePKLmoZTp0Ab4-w,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very bad begs membership,,1,0,3.2.00,2019-10-20 21:45:12,,
1203,gp:AOqpTOHgwH5pwtyhz-hl6QppcTofug5O3X8uJnaRnZZG8YJzAYN2vR4VtjELnPrg4MoAF2LQTvswW5Jj3hd9wQ,Colin English,https://play-lh.googleusercontent.com/a/AATXAJwJuizt4Ts3KYEdMUdxrvuxL4N7zskIOrLogwKb=mo,BAD,,1,0,,2019-10-20 20:31:57,,
1204,gp:AOqpTOEiAbdgSeSNtQhQeRJvF4CEq6H9TJLBgoft6lCP1QhPnWloZOo7fK-KVPxU-yQDoMmncbaxlgtOscsEcA,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This is a fun game but it not letting me in,,1,0,,2019-10-20 11:03:59,,
1205,gp:AOqpTOEaK8soQB1dNk1CSUPMJsLC3rUFlaqDfI7J09Fd9gzcA39EsA_KdQs1GZ3pbDw1HueHQpncpu77y4ximA,Scott Wittler,https://play-lh.googleusercontent.com/a-/AOh14GgtnXdSiYhTh6aoCyMjiouLMGx4Nax5Ar9VvKh92Ok,App keeps closing unexpectedly. Please review and fix,,1,0,3.3.3,2019-10-20 09:19:34,,
1206,gp:AOqpTOFOjyyCdnKwZiUNmzlt-SPSSGAW46a26nIml5vKExV3PeYNN34DsHM8Conlp_VB4T1H8RN3rU9EzKHCeQ,Merci Nganda,https://play-lh.googleusercontent.com/a-/AOh14GgQA2zamVJLv4UEXo2cALpcgZ9dk8gorgpIHk8,Queen yuigj,,1,0,,2019-10-20 06:48:24,,
1207,gp:AOqpTOGMigwMHEgiiYJySIFWi1hoS9382pyNmoxBDAzKUb9qC-pYI68kVXhUeUxfORdGjvnnflsySTpANz-Meg,Tamitha King,https://play-lh.googleusercontent.com/a/AATXAJxgQsp65tryKTffN5cr1n5Ur5FiP1SxgLhMfuE2=mo,Bro prodigy is why kids is dumb I told my teacher I got mad because os body was on my account and then she spent all my money os prodigy is trash butt kids don't play prodigy play i ready flocabulary mobymax I read but don't play prodigy don't want you kids to be dumd my brothers is and 2 grade they have to be on prodigy I was and they class then they came home I ask what did they do that they was on prodigy n I said want did you do on prodigy they he said 2+2=6 5+5=100 So prodigy is dumb,,1,0,,2019-10-19 18:16:07,,
1208,gp:AOqpTOHk8ycTayrxS0ylktgGiQvABUvuHmQWbUTCeIaJLTHmYBPFzBhdUHDgv5dlmNEZ_qVHLk4xGWoHudakBg,fairylightxs,https://play-lh.googleusercontent.com/a-/AOh14Ghs88SDql3BjZd0jAb-Artza5Rtv230PrSQMyF9,"Now, I like it, and its good. But basically everything needs membership, to buy pets? Membership. Evolve pets? Membership, just add a 1 month free trial for free on membership, then once its over, its over. But let people buy pets without membership",,1,34,3.3.3,2019-10-19 17:00:34,,
1209,gp:AOqpTOHL_ju4twC8-W3Bpsbk4X5m6QJmQKuma3fVQb8sC3-ntN9lnRxl_RvGBtJwhsgQTlbVXrVLf58U6g5yaw,Ashley M. Tavara,https://play-lh.googleusercontent.com/a-/AOh14GhJBaQq6ET4druYdoRoUpRvwa1aDcsHa2Q9rQlSMg,It's bad cause it's not easy for me,,1,0,3.3.3,2019-10-19 16:43:20,,
1210,gp:AOqpTOGuXycuKWFvEdCmhaujy03MrPaIEFUbp12FXg1A6fPtPa_oBr8KH5dF6eNSNvl5Hl5Y8ehrZFBpGuNQCQ,mai,https://play-lh.googleusercontent.com/a-/AOh14Gg0kj7o-gU77FTw3NC_YN8WsTdB3NeNYOz4I6E7Ag,i for got my acont then i remeber but i dident find a way out so boo you,,1,0,3.3.3,2019-10-19 14:43:37,,
1211,gp:AOqpTOH5YZb-93BFEWbj-B7n1VpVfOGBh42QimYsG6RzHEH-LB5_GaDjIOFTHt6EtoPR1XyqkgExyxRaLslDBQ,sapphire hall,https://play-lh.googleusercontent.com/a-/AOh14GgXN2oAA0cz-Y_wTAGsRnI2W8jqu70vTKIMyBTd1w,I love this game,,1,0,,2019-10-19 12:33:21,,
1212,gp:AOqpTOHRzWjuWeLe3pkD72NmrocI-B3A8O3vt7zPVnZuXIQJUdHYU-JXonDMQfVmKWN7_i7TpblAZPm7BMDovw,Sokar Gacha and more,https://play-lh.googleusercontent.com/a-/AOh14GjeS6gSAdCVe_uh5aSOdQjVz4MGJ5rVFiuppkK6,It won't let me in,,1,0,3.3.3,2019-10-19 10:19:43,,
1213,gp:AOqpTOHB3xMIUmBWwZwTDVaq8Y4Jj_UfTtVgOidbBAGe-TMTnD0ZIvh5z8uF3tcbXiINhppuQ9mfef6c1zZrTg,Robin McCowan,https://play-lh.googleusercontent.com/a-/AOh14Ghuq__FD5vedZe81ooJPBHGoprO0U6XiUD8EVOm9A,I play it at school but i HATE it at my house i have 2 other games it just keeps down lodeing one STAR not a star at all in my opinon im 8 yuonger kids would wait 3 HOURS but im NOTâĴ thumbs DOWN,,1,1,,2019-10-19 08:34:55,,
1214,gp:AOqpTOHPyphspG9dyPMhJNepF6HUGq4y9JpI4kn2q_eAyY1Nnsvt4ZJKhYFdxDbNVjxfM2fd4dHuLcIZouCAlg,Oofninja1233,https://play-lh.googleusercontent.com/a-/AOh14GgIajTt-42IG-O2Cj6wtjYB7GbY85SqBP9BmHlm,I cant get into the game because of the internet,,1,0,,2019-10-18 19:22:43,,
1215,gp:AOqpTOFPboZn4cLY_eYeWdwejgKWotgyddk_s1qGozmKEB1rwwL5APn-s_TLrLYRVvmr6xZNxzkA-vpw8gyFJg,Kara Sterner,https://play-lh.googleusercontent.com/a-/AOh14Gh3o2nAcMo1gWebcKci65Es5QdYG1iDdFoaUD6y-VQ,"It crashes every time I play 20 mins or if I use my special attack.its Definetly a fun game.but I will catch a monster (ect ect)then next game I will switch too a completely different subject! I think that there should be different subjects for every world like the volcano could be math,then the ice mountain could be fractions ect any way don't take my word for it. Go play it yourself and share what you think.",,1,37,3.3.3,2019-10-18 17:43:36,,
1216,gp:AOqpTOGVtp2B98mg-Exri27Uyqqdjc6AvZau9yITcR6rNPMPYjMjzDoGNmR2DJXJTlx9_BpMtblUSyG4ZIdNGA,Amelia Gaitan,https://play-lh.googleusercontent.com/a/AATXAJyf60j2AZf1lsr16XbYKE-aTK6Db7tMqx2WhO4t=mo,This game is very good and amazing ,,1,0,,2019-10-18 13:27:43,,
1217,gp:AOqpTOH09bM8ysiXxYfwikzx02MUaVrho9PW9oVV_WA5IqZvHpcoeARC-58u_ueDoY4SA8H3VFyAsXDM4fLmZQ,TeaLover_Forever,https://play-lh.googleusercontent.com/a-/AOh14Gg_deGhcjkosIl6Nsj7vznl5gQsKWYbHRQCldNY,"I hate it that app is bad App! Litterly who puts a questions with hundreds,tens,and ones without telling you what numbers to put! Anyway let me tell you this I HATE THIS FRICKING APP! That's it i am uninstalling prodigy do not get it i repeat do not get if you do then learn my way the hard way so yeah just don't get it k...ok k thanks now bye",,1,11,3.3.2,2019-10-17 23:52:57,,
1218,gp:AOqpTOHW25LeBSpbTXBN9WNa7yOMBnMW4z6m58V6WF7kLEPiemggdhOCRmUmZPy5P5s4KvPTg_0vlCbe0uZqPg,Darkness 2,https://play-lh.googleusercontent.com/a-/AOh14GgmCNwRlN3MRk57fVSYR_w098zY0ZcBFvc9sQXa,I can not get a member ship at all and i im puting all of my gmails in Fix this plz.,,1,0,,2019-10-17 18:57:27,,
1219,gp:AOqpTOGDjFG48NOha8Tkkst0XYGA42rdcK4ffcMi7MIrhWhJaGdygTNR2oveqtOpcn6GsUvCtgACE2oWcdPTKg,Breasia Bell,https://play-lh.googleusercontent.com/a-/AOh14GjV84XwRvI9goFRrJf4uQ4QYuHZW9UALxCpEqLkFg,It tells you to buy a membership every time you get in a Battle ,,1,0,,2019-10-17 12:43:25,,
1220,gp:AOqpTOEW3O2jJSJ4Ft_A0pKQvIeBYRwvRO2fSTo_wZIo7tOm-aEPtGV94l9W8HW952kYOsBg5OkQKhaf_WMk8g,Lana Bass,https://play-lh.googleusercontent.com/a/AATXAJyBtXWMeQE0m4Q0sbi_Ngg3g8ymc_BoXiGKhCpV=mo,her,,1,0,,2019-10-16 21:24:58,,
1221,gp:AOqpTOF_rZVo0Hz4sFtN1tTsKVIisf9rVJd0gBk_YGVLT76YZK5QLqU6XgRZDQsRMsRTU63flqonMWNT-ihLqQ,Cardiair Robertson,https://play-lh.googleusercontent.com/a/AATXAJx3Qp5bsKgGnuZbUsRzD8Eg1LRGTujR9v-k3fyd=mo,Cool. âşâşâşâşâş,,1,0,3.2.9,2019-10-16 20:41:51,,
1222,gp:AOqpTOHuVfaHDvuz3dGMMYm_MjIfXbXH7JznhR7xtfJEpwrvef4FeEtsNStR3Uqz73LJm1EvBXh_LaC9JN8T5w,bi bitch,https://play-lh.googleusercontent.com/a-/AOh14Ghy0wo7SPWF-eNzifBgGhlyN1Ff3PYD-LsHL5sTdg,i try to play but i can't but a can play at school tho but it said i can play at home and i can't i was soooooooo mad!!!!!(i wish i can put 0 star's but i can't)(sorry about my name also)GOOD-BYE!!!!!,,1,0,,2019-10-16 19:00:11,,
1223,gp:AOqpTOEztGojC46PjdxjmCLvh6cNFTD6PXW87WNLxwo0CpYNDxXO5d0uoVWLd8akCqtD155xQuOCLQTJA5PUqA,PokE G,https://play-lh.googleusercontent.com/a/AATXAJyLH7QC09s7hm4N7tjKlV_OuGGu0C_QjDiu7Nm3=mo,Screen flashes too much. Unplayable,,1,0,,2019-10-16 13:48:02,,
1224,gp:AOqpTOGG6bXNR6FG3jhT83fRe7qnO-eWXYnSVAO0Su08N8mn74TNzbHQq8-Bfjrev_2uRnZ1AUyJi9-9czFKEA,Buddy Scarlett,https://play-lh.googleusercontent.com/a-/AOh14Gj_wYlXXo0BDU-Dbq7-ZfPBmJxdwy9G1KuW42C5,ĦĦĦĦĦĦ,,1,0,3.3.3,2019-10-15 23:16:10,,
1225,gp:AOqpTOH8YQQ489FXkq370zhAmm6W0jCJu8NRYoiCEB2xGF44Om932QN4-9zkLXt27b1JIEFByE7uKeLXupMeTw,Pokİmon Card,https://play-lh.googleusercontent.com/a-/AOh14GgEo53CWK7qu0MPpsmgEoJcZ3YM01WHl1pwznINhA,Bad,,1,0,,2019-10-15 18:33:42,,
